SNR_dB,Latency_ms,Signal_Power_dBm,Channel_Type,Modulation_Type
-1.1426558771170887,37.74126438081065,1.499662837502644,AWGN,BPSK
25.004894133732456,107.94323918115603,11.586367795659896,Rayleigh,16QAM
20.43276096894805,192.5390759455113,14.653359024797918,Rician,16QAM
16.460248551971613,193.48643269895797,-3.3070067989971497,AWGN,8PSK
27.103235425340877,182.11003725685052,2.2803290612591898,AWGN,16QAM
15.328151981878015,18.092770107681847,3.982548142132206,Rayleigh,8PSK
6.289487077555984,170.69425910447754,-3.4347639964415304,Rician,QPSK
-2.559385997021736,140.26557080487112,2.2440045791086423,AWGN,BPSK
15.796124633119096,75.2659133501869,4.740094499062595,Rayleigh,8PSK
-3.561052994421524,61.692590799470246,-7.497343067446332,Rayleigh,BPSK
9.242257095811967,223.84331512813225,10.239262064104132,Rician,QPSK
14.490040941032028,276.1861271320856,13.691000278662575,Rayleigh,8PSK
29.85050523133468,193.7264991214962,-8.476739275153813,AWGN,16QAM
4.324446642808526,254.68813789606733,0.14960184682097477,Rayleigh,BPSK
2.2735445750526946,34.30271497014624,6.276854435454151,AWGN,BPSK
8.786142006561139,260.3459511909206,6.434831230867378,AWGN,QPSK
-0.04842738065790808,36.821365588629675,-9.445749185504207,AWGN,BPSK
25.676360591717373,269.54582083895065,-9.11193959814398,Rayleigh,16QAM
21.678390498419365,252.46914601335124,14.287990736999486,Rayleigh,16QAM
2.1848391961262337,159.33621737424477,-2.1755119969036505,Rayleigh,BPSK
21.19961296168963,67.77091604891018,2.9999421912000983,Rayleigh,16QAM
-2.4359944890972427,141.682402861308,3.0510391743628436,Rayleigh,BPSK
29.95947148585619,263.7558856389457,11.165026704754808,Rayleigh,16QAM
-4.211789299392542,225.57384929126613,0.9487788697853841,Rayleigh,BPSK
8.230431796565043,137.36659803739752,3.0852441618535575,Rician,8PSK
27.970584110756533,107.22048419457845,-4.285402632562823,AWGN,16QAM
5.133435574485327,188.8591302643898,8.59050755070815,Rayleigh,QPSK
14.88244864478817,267.490906076508,-0.2279155294683921,Rayleigh,8PSK
-4.807838446941441,161.1325335302592,2.037582985936062,AWGN,BPSK
-3.8825439782918076,107.9576804780401,13.354845553692574,Rayleigh,BPSK
14.404321894168437,74.93125816280292,13.95459379928326,Rician,8PSK
0.07183737483847707,223.56193138228406,7.100896963682942,Rician,BPSK
-4.019262348161793,142.24453172108545,-1.7940250665511694,Rician,BPSK
-2.560912098400556,140.1127405155299,-1.9559855123454817,AWGN,BPSK
23.589612742051706,290.6887190038438,11.188688180503515,AWGN,16QAM
4.325295145739544,264.28635057999645,5.454936609862649,AWGN,BPSK
17.96714195985788,151.6554704726228,0.5783815356603466,Rayleigh,8PSK
-2.9429902509986015,245.11623054563006,7.3043005585905085,Rayleigh,BPSK
26.105808310445507,194.470638767636,-6.087605730812367,Rician,16QAM
16.43274291383873,174.1135255322456,-4.970222996510209,Rayleigh,8PSK
-2.923430584689281,59.74018864723285,-9.432455331681654,AWGN,BPSK
-1.452067048692363,129.70494499747355,10.880242678861851,AWGN,BPSK
18.9887772574624,188.75965584813386,10.356451205983959,Rayleigh,8PSK
-0.11631680579870274,60.09534141489591,10.224897940078218,Rician,BPSK
25.48991701351958,153.82183808174725,9.112650945628562,Rayleigh,16QAM
24.812409977915127,136.64547399421602,-0.29134232824845085,Rayleigh,16QAM
29.756601151621254,132.21484351075776,5.643284056219537,AWGN,16QAM
25.697324076216788,169.58983744259854,5.011822031953088,Rayleigh,16QAM
0.08341551832421512,90.50726722888948,-4.306477248334907,AWGN,BPSK
-3.7537363412246934,62.78149227898498,-8.118945208334187,Rician,BPSK
7.952210026761627,251.26635543498276,0.7982908014849279,Rayleigh,QPSK
18.575898528984688,24.84872159153255,-7.825098456385295,Rayleigh,8PSK
14.315440861347863,269.75430609384205,-5.330193375485711,Rayleigh,8PSK
6.835292289230379,121.99932658513153,-9.757126813646996,Rayleigh,QPSK
13.576280478918996,145.8649345177186,-9.569004195104402,Rician,8PSK
20.965652683535165,221.11860386944699,8.773827369876493,Rayleigh,16QAM
0.8406886772580471,40.09215905430531,10.154363820523972,AWGN,BPSK
26.516787623804145,51.016172993320104,14.518261886529356,Rician,32QAM
-3.8510389405773053,216.2730916293498,0.43474345399118874,AWGN,BPSK
3.2175876216843964,195.93867129172182,-6.174872168023246,AWGN,BPSK
0.2688403029024533,26.351946757968786,-7.488292094800993,Rayleigh,BPSK
22.179356461050396,179.5233877939193,6.872281162862457,Rician,16QAM
1.398590681976299,75.3085379363722,-6.966815846550283,AWGN,BPSK
19.848622480482998,144.993211714247,0.934348459522683,Rician,8PSK
25.836329411224447,116.72327382116517,11.965453671186065,Rayleigh,16QAM
22.765186126216452,56.13854059328095,-7.983926666095794,Rayleigh,16QAM
18.145061180535883,284.2053243743949,12.369179222975252,Rician,8PSK
25.006333061423096,181.73172667920218,3.906116910270377,Rayleigh,16QAM
-4.758999833336855,246.9963230099534,-3.6627508363679695,Rayleigh,BPSK
0.4712773690396377,41.73433873286703,2.727980307929462,Rician,BPSK
28.41834014317685,252.7951657514152,10.537631607408755,Rayleigh,16QAM
1.226743952731292,228.66366301688691,-2.7391135660871058,Rayleigh,BPSK
20.44478766804995,166.3026426163882,-9.544361661221267,Rayleigh,16QAM
27.517139219209305,171.75091001878494,-6.318241622928263,Rician,16QAM
-1.9959677193473713,177.3015516530597,3.763477456830744,Rayleigh,BPSK
0.856988479067974,206.15980995328147,-7.388124473853519,Rician,BPSK
21.871824802160013,234.82197166969033,9.930068079300796,AWGN,16QAM
-1.4540048363341724,101.6447320676342,-9.951185675686894,AWGN,BPSK
13.011138979875334,285.4504800181895,12.897349375160676,AWGN,16QAM
26.548347174261988,19.421784956716397,9.119360041625768,Rayleigh,16QAM
6.353981488543843,119.12376512715348,-5.37641705573785,Rician,8PSK
0.9367251579167384,219.37888581489273,3.7739858604622896,Rayleigh,BPSK
13.441123438011779,286.4651001880078,3.8788653492645597,Rayleigh,8PSK
-2.6372737076770845,245.67096174743185,-6.768370986196716,Rician,BPSK
14.234839746557668,149.35265992106508,10.064915765408248,Rician,8PSK
-3.493542840143852,286.96665168299944,5.264445963980849,Rayleigh,BPSK
11.75447103202967,54.08528085824709,-6.631038936342706,Rician,8PSK
14.07496708709592,107.15040350515444,-6.0623243006960195,AWGN,8PSK
-0.46691021032746605,115.52791995792577,-5.110144900709684,Rician,BPSK
23.77075659737292,269.28154526195465,-7.851145898175684,AWGN,16QAM
21.95649355495002,232.42807040612092,-6.522474808704217,Rician,16QAM
-3.428245819702314,98.5118128375432,-1.0260484137631831,Rician,BPSK
27.830622709889077,70.9128740030318,-4.070439869781383,AWGN,32QAM
2.0699223898412606,129.49373943963096,10.396811488933807,AWGN,BPSK
18.012001773720883,89.17761806736978,-1.5055907121131629,AWGN,8PSK
-2.0402428278890423,107.44906856617358,7.593395865419133,Rayleigh,BPSK
-0.2511284789916459,147.74125611314633,6.90149799030435,Rayleigh,BPSK
11.795193768212911,276.7367386655969,-8.872625632588065,AWGN,QPSK
29.282510316011937,91.19231957445176,7.326425108963033,Rician,16QAM
20.964961660209298,201.05043275188225,0.26176766919438066,AWGN,16QAM
8.400656145065144,137.98964015252636,12.271071842692418,Rician,8PSK
19.503736119076404,240.23954246624584,-8.50921341796989,AWGN,8PSK
24.01973019088287,51.10101272361855,10.795194575990699,AWGN,32QAM
-1.9037817537107715,71.44752176332419,8.43261651958753,Rayleigh,BPSK
24.233851938475627,277.08077861019547,9.96992051193363,AWGN,16QAM
25.43466240616676,30.307728761350727,-5.221759879203108,AWGN,32QAM
14.798475171559822,123.32915393811716,13.489213621478868,Rayleigh,8PSK
13.776669791789313,195.97652118650075,9.10443989557496,Rayleigh,8PSK
7.9611171529839435,296.18259111538197,11.44744574350003,Rayleigh,QPSK
27.995049683935427,61.22689104123268,2.5780802564076204,Rayleigh,16QAM
22.2999411327723,23.40711759312152,2.0956901611917793,Rayleigh,16QAM
11.87340228243799,110.04118191749338,-1.6636827003122026,AWGN,8PSK
23.000819084869534,178.7434849231144,-2.619273383709297,Rayleigh,16QAM
15.43708357582328,22.515304953150512,-5.395237063601851,Rayleigh,8PSK
13.37156336840193,130.3179369472242,-9.575478524094125,AWGN,8PSK
-0.4622228835788942,168.39130466554622,1.5767201784542895,Rayleigh,BPSK
16.52454212652169,127.96187381246968,6.347578900113266,Rician,8PSK
9.27692575541414,87.83375051911551,2.3122579458883994,Rayleigh,QPSK
11.379182217262379,267.29240051958004,8.946102960690503,AWGN,QPSK
13.662918359071437,124.65555879524754,-6.736009476285359,Rician,8PSK
13.371997045704571,91.8509583551065,3.5848987933642498,Rayleigh,8PSK
15.15164240431561,147.04716451495347,10.604331685875625,Rayleigh,8PSK
15.680244227429714,117.34749298920498,13.430389411988926,Rician,8PSK
20.569931893767972,233.72720587040226,-2.674900743800734,AWGN,16QAM
21.336087103093767,299.99017222576805,-5.651661721794811,Rician,16QAM
25.488812570004445,287.59700296174236,-8.827112751738719,AWGN,16QAM
18.52053008435646,190.2687948471509,8.383868570435162,Rayleigh,8PSK
28.508614117359443,191.78629143997426,4.19121009357664,Rayleigh,16QAM
28.89733719399411,206.85564412252623,10.188244103166735,AWGN,16QAM
28.033539698886365,118.58097972300337,13.624381460032701,Rician,16QAM
21.622520421881816,185.25179467244288,14.480600595661294,AWGN,16QAM
-3.2922214919905297,202.4996778681306,-2.050274915536101,Rayleigh,BPSK
8.544738857491405,48.25020359996111,-1.163578541788759,AWGN,8PSK
-1.4563796707818244,184.8029342721051,-1.5231096493537954,AWGN,BPSK
22.0149822704296,215.3158354764693,0.09884111913182458,AWGN,16QAM
-2.689762821597808,101.91715326157626,9.839449029208364,AWGN,BPSK
24.706483752277087,60.07575811733964,8.314119505272938,AWGN,32QAM
20.524517397200384,71.15263843029408,3.8583407630448026,Rayleigh,16QAM
25.285133826950137,175.30987226724486,-9.248290625388375,Rayleigh,16QAM
8.510197703525908,135.69825645400152,13.048742212205969,AWGN,8PSK
1.9935139428077182,18.33910987170718,10.627928682455515,AWGN,BPSK
7.479780332870131,16.41994610476197,-5.458558210449568,Rayleigh,QPSK
14.360328011322672,68.20793511257078,9.805674027562564,Rayleigh,8PSK
12.908116928398698,253.72593192241564,0.4817595435707087,Rayleigh,8PSK
28.035996931149803,193.85498041068675,3.1522409252878454,Rician,16QAM
29.192455674788057,109.77710533593707,-0.4897463370564541,Rayleigh,16QAM
6.984343175146213,78.71112252420852,-1.9867374065894108,Rayleigh,QPSK
13.34302021786091,259.69770912550945,9.668767816466676,AWGN,16QAM
1.2833152495691644,117.18995129418568,-7.248831648365486,Rayleigh,BPSK
26.77912019220737,45.95783381060723,-0.9044653507827878,AWGN,32QAM
27.475877630365645,186.91482016612824,-8.010634372234936,Rician,16QAM
0.13909677304071355,248.45341890733644,-0.5235351013289566,Rician,BPSK
19.17557104049215,93.08866929130467,-6.474851488739599,AWGN,8PSK
7.323867066572397,194.7724462422394,-1.6511654762359065,AWGN,QPSK
25.267484904574893,204.22566863855724,0.6821235269875281,Rayleigh,16QAM
28.69302111643934,271.79058978905687,14.075858374881346,Rician,16QAM
29.226440756256707,289.40203441213964,-6.2721391077444455,AWGN,16QAM
6.469672991116221,24.063877984684957,8.972894213325123,Rayleigh,QPSK
23.37232019615986,201.79493042259156,-4.413531965526679,Rician,16QAM
19.02547326474955,158.2745898646025,14.517019540601897,Rician,8PSK
13.237547278614961,90.40428039563749,-4.779713503001975,Rician,8PSK
7.476308586080604,71.77272748079554,2.6080493020197615,Rician,8PSK
12.831814631054481,106.97822109809877,-5.009793168967524,Rayleigh,8PSK
4.047146598752768,215.8811433885929,2.280973775754495,Rayleigh,BPSK
29.027714978471785,147.02354437266305,7.165762469282299,Rayleigh,16QAM
26.719940713897866,197.95875546964905,1.4516814869548202,AWGN,16QAM
8.609336859206513,168.82652904754895,3.122063624729746,Rayleigh,QPSK
22.527086038189374,242.69338092796335,-5.959557640778518,Rayleigh,16QAM
-1.6414819861700813,10.77735502196865,-2.7675361222530412,AWGN,BPSK
-1.8390912772068968,290.89543197822974,12.959810930115374,AWGN,BPSK
18.244064392376345,158.8361776272988,8.26524354364025,Rician,8PSK
21.35984766533383,157.39816787185475,7.089829730153632,Rayleigh,16QAM
17.851351264074477,67.61334153388947,-2.3980331477623764,AWGN,8PSK
15.46821952345369,195.88123109455765,1.1070375213455694,Rayleigh,8PSK
-1.5161190036057857,232.82372947949162,0.7885245647866981,Rayleigh,BPSK
20.28591058003294,258.25159456195786,0.5456626171596533,AWGN,16QAM
4.9841747393646845,97.24931339968597,11.348996499890294,AWGN,BPSK
29.41988668260381,183.80647222263747,-3.262006041479392,Rayleigh,16QAM
21.088140842934166,298.1897834000859,-4.642747069787378,Rician,16QAM
27.39945516823498,79.06286702384426,13.344267786229253,Rayleigh,16QAM
10.966240899155544,229.46386022273836,5.012000680718554,Rayleigh,QPSK
8.324749722277991,87.33052446418213,8.492930871180569,AWGN,8PSK
0.5744853505867606,284.70676126151284,-6.878899028870216,AWGN,BPSK
9.262539727472031,119.87348832711575,0.6683964461527587,Rician,8PSK
17.67267834962412,228.9425440516097,5.852097878877078,AWGN,16QAM
5.163872555929583,77.73008460940517,14.670160144452748,Rician,8PSK
1.7661625541885684,76.44869908237419,3.529943994409056,Rician,BPSK
6.635537769124886,18.710394002512295,11.826128159321243,AWGN,8PSK
-2.19173355973316,99.50165583756163,1.473858610956233,Rician,BPSK
-0.9807109238998759,147.22563748177566,12.332938816496686,AWGN,BPSK
26.045598460466664,124.82355891969269,-2.012819422216327,Rayleigh,16QAM
10.102030339657661,33.735406473730926,0.9156682275965498,Rayleigh,QPSK
-1.4803663272439955,252.95451474234372,-1.533142545588575,AWGN,BPSK
29.3801822388831,57.0412341306391,8.04812370623917,Rayleigh,16QAM
-0.4245785345313955,246.51173123719366,-6.317585534121209,AWGN,BPSK
21.6000268497108,40.23069927139325,4.583312276810917,AWGN,32QAM
26.682260604149377,189.37036288816222,7.879071052389499,Rician,16QAM
8.40639589612902,106.5158863408577,-7.505575804347758,Rician,8PSK
6.7826776379767395,46.504165387571454,-8.137516467443495,Rayleigh,QPSK
1.9902846865721706,24.796550419956347,-3.4170144579088095,Rayleigh,BPSK
-4.453635150526443,37.0563866100364,10.210836257350046,AWGN,BPSK
3.5384747729691917,48.755964638622466,5.970794325009621,Rayleigh,BPSK
19.84148256284435,151.09993140827035,0.2235470806414348,AWGN,16QAM
-3.964350730997221,215.8135059049217,-9.671085328720313,Rician,BPSK
8.032694866363927,297.7181616768392,6.136113966269612,Rayleigh,QPSK
28.005527248676813,132.66448108695909,-7.370902323616354,AWGN,16QAM
4.836275418780966,261.9607912828672,13.328390678591013,Rician,BPSK
2.9578820661503427,281.9509435495447,-8.567875392287204,AWGN,BPSK
29.26612013769187,173.6640285163549,-4.8425520910646025,Rayleigh,16QAM
8.662578667222256,286.7393038857888,-3.489208007850416,AWGN,QPSK
20.78994065402917,263.2387555168556,-2.0284458438193314,AWGN,16QAM
23.67420375847137,210.76558060254587,-5.1389971453262016,AWGN,16QAM
16.27992203213099,78.65723593146875,13.14394254039944,Rician,8PSK
4.229334068403489,95.83010886604809,-3.3226566253999827,Rician,BPSK
7.5626101797235865,11.404235234381447,9.183590150797304,Rician,8PSK
17.543922716005216,11.105824870990814,2.696765327663254,Rayleigh,8PSK
24.150489019096582,26.787369104737508,-6.150865851048453,Rayleigh,16QAM
2.9320105568052215,120.9063550295058,-4.4308330520648855,AWGN,BPSK
19.894225976295026,117.77465338518638,-7.7652519833194145,AWGN,8PSK
12.755526309157911,68.21621546200323,-3.766089036375133,Rayleigh,8PSK
-3.9519054791383152,132.510379812868,-1.0905244065641657,Rician,BPSK
25.026865306037312,102.92374454644539,-5.373981799733492,Rayleigh,16QAM
13.085379874701268,140.18094622475334,-5.921941695810947,Rayleigh,8PSK
19.443264875160395,109.91558089165113,9.092626604935813,AWGN,16QAM
13.134808323943496,168.83436350390392,-4.742715250754989,Rayleigh,8PSK
10.77547130159393,40.57618517208453,12.507046339482393,Rayleigh,QPSK
13.516539414455728,226.84954353641547,-4.745208762061414,Rician,8PSK
27.9287384522275,86.27829902148972,-9.360231121921863,Rayleigh,16QAM
21.46879269068082,195.06857090032156,-6.791194954169319,AWGN,16QAM
15.015254871398326,147.8237281797176,0.5216548025093832,Rician,8PSK
21.42577942469443,287.0581349736121,9.742766829355912,Rayleigh,16QAM
-3.155513770606823,63.77491584201877,7.517624260720552,AWGN,BPSK
8.716538636609528,61.043914320787934,-1.6044391203910013,Rician,8PSK
-2.2455144429888882,150.34216623522425,-3.597160671956403,AWGN,BPSK
22.586506965006876,247.99071706047397,-4.111287596992899,AWGN,16QAM
22.49971904840609,143.88052071397473,8.733171556335392,Rayleigh,16QAM
8.667229745611724,287.03817682205545,-3.729265303700041,Rayleigh,QPSK
28.83874263412804,240.92114681315596,11.889300238554867,AWGN,16QAM
17.672241161470826,199.7443233016037,-6.208515979105008,Rayleigh,8PSK
21.9690324094605,92.17134716231861,3.1613245746405596,Rayleigh,16QAM
15.20829123133764,103.3925132463999,3.805072990993713,Rician,8PSK
13.989794408059936,243.70489812767386,8.005239758666576,AWGN,16QAM
-2.4232527042384433,78.2491819125815,-9.767629372702194,Rician,BPSK
24.70848494862705,122.44732464866938,8.61757296448458,AWGN,16QAM
23.898902615975775,238.59249345741225,3.646960172707571,Rayleigh,16QAM
28.890069788491402,159.45996383770503,-4.163733197734883,Rayleigh,16QAM
-0.00748269680964242,78.44166558880706,7.738386632198505,Rayleigh,BPSK
7.82442366978564,214.50508603005645,4.668387151795981,AWGN,QPSK
9.573166923697782,280.1430738992164,-5.886910160260924,Rayleigh,QPSK
9.19503035541831,250.8771773451313,7.722762348880156,Rician,QPSK
11.391693031015556,25.89112192329121,14.210423618176861,AWGN,8PSK
0.4733808062188256,145.08089733625738,5.364567219605183,Rayleigh,BPSK
1.762337674676961,176.83952360777866,-1.198582830173935,Rayleigh,BPSK
18.009692901426963,106.39775496205115,2.2587141174349767,AWGN,16QAM
10.291872308071097,160.07514647376598,6.947341519324759,Rayleigh,QPSK
29.563320927566885,66.7329946755084,5.139314224750281,Rayleigh,16QAM
2.437939129178166,33.20755717913252,-1.1688421330977885,AWGN,BPSK
19.318977973352837,213.42811142437677,-4.153189994191397,AWGN,8PSK
26.196668840864618,170.5469853078123,1.025357834475214,Rayleigh,16QAM
25.932577628147616,146.3365216382079,-3.534819642977551,Rician,16QAM
4.3138240063087405,110.40415386553836,14.668951951593538,AWGN,BPSK
24.70436843012886,151.06586221432525,-6.054248947641266,AWGN,16QAM
28.26065665959218,239.83209786987481,6.106841379737823,Rician,16QAM
22.51814280903414,275.39967638799305,5.192218776957791,AWGN,16QAM
-3.960348857731928,181.93025533990877,6.710700907521325,Rician,BPSK
16.473285479771306,188.34242157444837,-0.7683644857606211,Rician,8PSK
-0.9805981176908505,41.52099726717921,4.156390987184517,Rayleigh,BPSK
15.387536535276233,128.71561469474648,2.5192655859659556,Rician,8PSK
6.130494704143716,274.0162166440084,3.2429322940403225,Rician,QPSK
26.20141987858068,289.32511612465913,-2.371893255721102,Rician,16QAM
28.43458823064416,85.21666776324675,-0.7475731360541804,Rician,16QAM
-0.2029766463937408,56.73241210883434,3.8456703538938157,Rician,BPSK
29.05667913070417,287.0887253846051,6.893825549715878,Rayleigh,16QAM
-4.253990520761664,40.63852434079104,-0.25208571698941107,Rician,BPSK
11.893082900321208,130.79090357041633,11.21307782115317,Rician,8PSK
17.100471784341476,162.09157262837948,4.637403038890726,Rician,8PSK
18.662427195380552,298.9191230706679,1.5647849812824717,Rician,8PSK
5.398711406081031,146.11589501394533,0.7675502227358866,Rician,8PSK
0.403204838486805,189.20783430050446,-3.1661209053958217,Rician,BPSK
18.903197502778415,188.43190483475135,-6.629655764259159,AWGN,8PSK
26.684506201874335,157.68673291283974,-4.317316524019762,AWGN,16QAM
12.682442905876886,95.82918226325677,5.079448442982818,Rician,8PSK
3.405629548553728,118.94375207512016,10.70986432313143,Rayleigh,BPSK
0.2327838457232385,262.43412309590747,-2.755605249528764,Rician,BPSK
3.7932729307872624,283.0255200159405,4.78631042275342,Rician,BPSK
25.475424787225933,10.961890398383803,7.034771775065625,AWGN,32QAM
29.17712713754983,278.5197278901539,0.5567668664607872,Rician,16QAM
6.603342676939276,248.9422585818817,4.221050669677407,Rayleigh,QPSK
21.09189381034886,229.6140792797486,4.329482266913885,AWGN,16QAM
26.616411136612854,49.03520301754576,-9.609254765429665,Rayleigh,16QAM
18.799705449332492,127.50032112894496,4.781255682156209,Rician,8PSK
-4.928082817703098,63.47765355489994,1.7146059718809088,Rician,BPSK
25.669910707559158,54.94133220733697,0.18376192316270767,Rician,32QAM
17.925876325065293,105.98920307612282,8.648630356905347,Rician,8PSK
21.58162331638216,138.47409235714846,-7.571461190969943,Rician,16QAM
-1.198467091673895,168.53036573686703,8.440744281779647,Rician,BPSK
10.125286078072072,134.3589328809485,-7.483463294390352,AWGN,8PSK
17.0355608178393,270.0016662267564,-5.616620869428099,Rician,8PSK
-2.0450047951310024,105.43548009087651,-3.35979513390199,Rayleigh,BPSK
23.30370167487118,125.15623769471276,9.89007851624633,Rayleigh,16QAM
18.486543883125844,297.26107013566264,9.190590699482783,AWGN,16QAM
14.152268141511904,14.264142257947938,9.813483018541664,AWGN,16QAM
22.941007075133466,240.1441673059164,10.525147803147767,Rayleigh,16QAM
8.217562758887842,56.74670274393464,4.812227449524897,Rician,8PSK
9.740081916639344,146.20248671816768,-0.36382847606893876,Rayleigh,QPSK
21.090690564403044,196.4113660720988,1.6433038069213453,Rayleigh,16QAM
18.61414166995308,219.16182198249965,-1.141472351977887,AWGN,8PSK
18.21193946699544,33.070867807209964,-6.221728709747461,AWGN,8PSK
21.63450656627914,90.82356906306363,5.6786952037327065,Rician,16QAM
1.013234599436223,163.98299389737718,0.18505746081478947,Rician,BPSK
-4.911397382269062,36.182422983775766,8.442263650144163,Rician,BPSK
14.349924488286256,283.92397015441054,-5.658955442157434,AWGN,8PSK
1.8012692297541024,69.30422314882014,11.54563896392812,Rayleigh,BPSK
0.7689584418761122,209.24354367181868,0.5235223233144097,Rician,BPSK
17.41630956901778,217.42139681103083,1.7569647238188768,AWGN,16QAM
0.11681593619809405,171.44058528599652,3.7089312180773994,Rician,BPSK
4.989321091347476,240.64185259764093,-6.457488192465315,AWGN,BPSK
9.489482190079471,226.88894560256728,-5.993020458606143,Rician,QPSK
11.231242531490924,277.4020788961842,7.7138829996435305,Rayleigh,QPSK
6.731365743325204,165.01924983998225,-8.164617151914696,Rayleigh,QPSK
12.863734110455308,202.31671848131253,12.444363475144279,Rician,8PSK
17.316598319615974,180.48832882114075,2.8712809958974166,Rician,8PSK
15.462853689033647,64.51599122991215,2.9245312445579437,AWGN,16QAM
23.47850819683389,233.62294779304628,9.342411773064786,AWGN,16QAM
16.81364239165427,75.39478038065364,-7.703442369871474,Rayleigh,8PSK
2.0893187278949608,233.15227053376535,-4.163256431444303,Rayleigh,BPSK
9.999338737162253,101.27306057757052,-5.834154031558899,Rayleigh,QPSK
3.1623488259605566,17.0567350071958,-4.021682557609598,Rician,BPSK
22.46105617016284,77.1803589789168,-2.7711651566689106,AWGN,32QAM
24.253457697149805,168.05661868306166,8.29842142773171,Rayleigh,16QAM
16.98909330311615,277.56813403689733,1.8881950000480074,Rayleigh,8PSK
22.55840480029662,185.77489248776877,-2.9180791169444715,Rician,16QAM
-2.132010435426502,280.9141441968061,0.9701740311118172,AWGN,BPSK
28.97276759369261,299.33886746067355,14.300541784140492,AWGN,16QAM
18.62988809741687,216.98806205005468,-1.7922644318175305,Rayleigh,8PSK
16.754211233231782,200.11653245966164,6.861550003213683,AWGN,16QAM
29.313791803459992,226.38689539517426,-4.669429677393693,Rician,16QAM
17.377641546064048,191.88462221776064,1.1352678989534581,Rician,8PSK
4.107165990459757,46.61182313115162,1.3569507749525762,Rician,BPSK
